FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Pierre-Emile,H?jbjerg,MID,SOU,4200000,2,27,0.428571428571429,1.02040816326531E-07,6.42857142857143E-06,0,108917,1,12,0,0,0,0,0,6.4,874,-3,1,27,3,0.3,0,1.2,0,0,4,0,0,1.3,49494,0,0,0,0,962,3681,-1,0,175,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.111111111111111,2.77777777777778E-08,1.75E-06,0,65447,1,5,0,0,0,0,0,1.8,247,-5,0,7,5,0,0,0,0,0,1,0,0,0.6,44803,0,0,0,0,270,274,0,0,61,Burnley,Watford,Chelsea,Hull City,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4800000,6,59,3,6.25E-07,1.22916666666667E-05,0,277677,9,35,0,0,0,2,0,12.3,4759,3,0,59,-3,0.4,0,1.8,6,0,4,0,3,5.7,480770,0,96,0,1,1739,1558,0,0,308,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,2.7,3.3,3.8,2,4.4,4.2,2.3,3,3.2,3.6,2.2,3.2,2.7,4,1.7,2.1,3.4
Mason,Holgate,DEF,EVE,4100000,5,28,0.444444444444444,1.0840108401084E-07,6.82926829268293E-06,0,287438,1,2,0,0,0,0,0,7,2539,-4,-1,28,4,0.5,0,2.2,3,0,3,0,1,5,442176,0,0,0,0,474,15213,1,0,132,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,1,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Huddlestone,MID,HUL,4600000,7,37,0.587301587301587,1.27674258109041E-07,8.04347826086956E-06,0,10320,2,24,0,0,0,0,0,8,106,-4,0,37,4,0.7,0,3.3,2,0,2,0,2,0.2,5437,0,0,0,0,1134,368,0,0,201,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Noor,Husin,MID,CRY,4500000,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Huth,DEF,LEI,4900000,0,40,2.1,4.28571428571429E-07,8.16326530612245E-06,0,62724,6,29,0,0,0,0,0,8.2,558,-1,0,40,1,0.6,0,2.8,0,0,5,0,1,1.2,46574,1,453,0,0,1666,132,0,0,254,Southampton,Burnley,Man Utd,Swansea,Liverpool,1.6,1,1.5,1.4,2.5,2.2,1.8,1.9,2.3,1.9,1.1,1.6,2.2,1.4,2.1,1.3,2.5
Emerson,Hyndman,MID,BOU,4400000,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,4,0,0,0,Watford,Crystal Palace,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4900000,0,24,0.380952380952381,7.77453838678328E-08,4.89795918367347E-06,0,158153,0,14,0,0,0,0,0,4.9,293,-6,0,24,6,0.1,0,0.4,0,0,3,0,0,1.2,25389,0,184,0,0,763,34,0,0,98,Watford,Crystal Palace,Everton,Man City,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11600000,7,130,6.5,5.60344827586207E-07,1.12068965517241E-05,0,1958646,5,19,0,0,0,14,0,11.2,13950,1,0,130,-1,0.8,0,9.4,24,0,7,0,5,42.4,1908663,0,0,0,5,1800,30694,0,0,440,Stoke,Hull City,Leicester,Watford,Man City,8.4,9.1,8,9.2,8.3,9.5,8.1,8.1,9.1,8.9,8,7.5,7.5,8.6,8.2,7.3,8.7
Odion,Ighalo,FWD,WAT,6900000,0,38,2.2,3.18840579710145E-07,5.50724637681159E-06,0,322301,1,29,0,0,0,1,0,5.5,808,-6,0,38,6,0.2,0,1.3,2,0,2,0,1,2.8,93467,0,709,0,0,1288,125,0,0,82,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,1.4,1.4,2.7,1.4,2.4,2.2,1.1,2,2.5,2.2,1.2,2.4,2.1,2.3,1.6,1.2,2.3
Kelechi,Iheanacho,FWD,MCI,6200000,1,47,3.1,5E-07,7.58064516129032E-06,0,751729,0,8,0,0,0,4,0,7.6,2676,-8,0,47,8,0.3,0,1.8,6,0,1,0,3,2.9,750706,0,242,0,1,475,570,0,0,168,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,3.4,2.9,3.8,2.5,3,2.8,3.3,3.7,2.6,2,4.3,2.5,3.5,2.6,3.8,4,2.6
Giannelli,Imbula,MID,STK,4600000,0,22,0.349206349206349,7.59144237405107E-08,4.78260869565217E-06,0,13183,1,19,0,0,0,0,0,4.8,62,-4,0,22,4,0.1,0,0.3,1,0,2,0,1,0.2,5297,1,194,0,0,787,13,0,0,120,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Danny,Ings,FWD,LIV,5400000,0,0,0,0,0,0,22858,0,0,0,0,0,0,0,0,55,-6,0,0,6,0,0,0,0,0,0,0,0,0.2,3774,0,81,0,0,0,26,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokhan,Inler,MID,LEI,4400000,0,0,0,0,0,0,9692,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3753,0,20,0,0,0,0,0,0,0,Southampton,Burnley,Man Utd,Swansea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Ireland,MID,STK,4400000,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,18,0,0,0,4,0,0,0,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,7,-1,1,0,1,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,1,-1,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,CHE,5700000,0,23,0.365079365079365,6.40490114174325E-08,4.03508771929825E-06,0,179809,2,9,0,0,0,0,0,4,597,-3,0,23,3,0.1,0,0.3,2,0,1,0,1,3.1,33603,0,414,0,0,589,96,0,0,143,Hull City,Liverpool,Arsenal,Burnley,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Alex,Iwobi,MID,ARS,5800000,10,66,1.04761904761905,1.80623973727422E-07,1.13793103448276E-05,0,132116,1,12,0,0,0,2,0,11.4,1369,-2,0,66,2,1,0,5.6,6,0,7,0,5,1.7,142760,0,150,0,1,965,12775,0,0,251,Burnley,Watford,Chelsea,Hull City,Southampton,0.8,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
Phil,Jagielka,DEF,EVE,4700000,0,33,2.2,4.68085106382979E-07,7.02127659574468E-06,0,244441,3,18,0,0,0,0,0,7,1723,-3,0,33,3,0,0,0,3,0,2,0,1,3,261831,0,221,0,0,1260,271,0,1,231,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,1.8,1.8,2.7,1.5,2,1.3,2.3,2.4,1.8,1.1,1.9,2.5,2.1,2,1.6,2.3,2
Eldin,Jakupovic,GLK,HUL,3900000,3,26,0.412698412698413,1.05820105820106E-07,6.66666666666667E-06,0,398704,0,8,0,26,0,0,0,6.7,2972,-1,0,26,1,0.2,0,0.8,0,0,1,0,0,19.6,593889,0,0,1,1,540,14158,0,0,133,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Daniel,James,MID,SWA,4500000,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,8,0,0,0,Liverpool,Southampton,Man City,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,James,MID,LEI,4500000,0,1,0.0158730158730159,3.52733686067019E-09,2.22222222222222E-07,0,131,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,1,9,0,0,3,Southampton,Burnley,Man Utd,Swansea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4500000,0,20,0.317460317460317,7.05467372134039E-08,4.44444444444444E-06,0,13685,0,12,0,0,0,1,0,4.4,133,-5,0,20,5,0.1,0,0.3,0,0,0,0,1,0.1,14988,0,0,0,0,573,30,0,0,104,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,0,34,2.3,3.06666666666667E-07,4.53333333333333E-06,0,108954,0,7,0,0,0,1,0,4.5,225,-5,0,34,5,0.1,0,0.4,3,0,1,0,2,0.8,58692,0,0,0,0,614,60,0,0,66,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,1.6,1.6,2.2,1.5,2.2,2.3,1.9,2.5,1.2,2,2.4,2.6,1.6,2.1,1.6,2,2.1
Adnan,Januzaj,MID,SUN,5300000,1,23,1.6,3.0188679245283E-07,4.33962264150943E-06,0,52245,2,25,0,0,0,0,0,4.3,216,-2,0,23,2,0.4,0,2,0,0,1,0,1,0.5,34020,0,33,0,0,967,83,0,1,86,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.8,1,0.8,1.2,0.8,0.9,0.8,1.7,0.8,0.8,1,1,0.8,1.2,0.8,1.1,0.8
Mile,Jedinak,MID,CRY,4500000,0,2,2,4.44444444444444E-07,4.44444444444444E-07,0,25515,0,1,0,0,0,0,0,0.4,29,0,0,2,0,0,0,0,0,0,0,0,0,0.2,1233,0,118,0,0,90,5,0,0,8,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4900000,0,2,0.0317460317460317,6.47878198898607E-09,4.08163265306122E-07,0,9491,0,1,0,0,0,0,0,0.4,49,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,9539,0,178,0,0,82,20,0,0,12,Burnley,Watford,Chelsea,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jesus,FWD,MCI,9000000,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,2455,0,0,0,0,0,608,0,0,0,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4700000,2,35,2.7,5.74468085106383E-07,7.4468085106383E-06,0,14080,1,20,0,0,0,0,0,7.4,217,-3,0,35,3,0.4,0,2,3,0,4,0,0,0.2,12467,0,324,0,0,1114,104,0,0,224,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,2,2.8,2.4,2.9,2,2.8,2.3,2.6,1.6,1.7,3.4,3,2.4,3.7,2.4,3.3,2.7
,Jonathan Benteke,FWD,CRY,4300000,0,1,0.0158730158730159,3.69139904023625E-09,2.32558139534884E-07,0,14335,0,0,0,0,0,0,0,0.2,463,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,18401,0,0,0,0,7,1069,0,0,3,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Jones,DEF,SUN,4400000,0,12,0.19047619047619,4.32900432900433E-08,2.72727272727273E-06,0,1485,4,21,0,0,0,0,0,2.7,13,-1,0,12,1,0,0,0,0,0,1,0,0,0,1011,0,211,0,0,834,7,0,0,130,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Jones,MID,BUR,5000000,0,1,1,2E-07,2E-07,0,2951,1,1,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,86,4,0,0,8,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,DEF,MUN,4900000,2,34,0.53968253968254,1.10139293812763E-07,6.93877551020408E-06,0,54495,0,7,0,0,0,0,0,6.9,1917,-1,0,34,1,0.7,0,3.2,2,0,3,0,0,3.9,202529,0,64,0,0,900,3406,0,0,205,Stoke,Hull City,Leicester,Watford,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Joselu,FWD,STK,5300000,0,0,0,0,0,0,6572,0,0,0,0,0,0,0,0,17,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,623,0,246,0,0,0,7,0,0,0,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Josh Robson,DEF,SUN,4000000,0,0,0,0,0,0,3026,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4752,0,0,0,0,0,10,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1,2.32558139534884E-07,4.65116279069767E-07,0,25200,0,0,0,0,0,0,0,0.5,387,-2,0,2,2,0,0,0,0,0,0,0,0,0.6,11083,0,0,0,0,13,257,0,0,5,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Kabasele,DEF,WAT,4800000,6,22,0.349206349206349,7.27513227513228E-08,4.58333333333333E-06,0,2501,1,10,0,0,0,1,0,4.6,10,-2,0,22,2,0.4,0,1.8,1,0,1,0,0,0.1,1062,0,0,0,0,474,21,0,0,87,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Younes,Kaboul,DEF,WAT,4400000,6,40,2.7,6.13636363636364E-07,9.09090909090909E-06,0,30402,1,24,0,0,0,1,0,9.1,341,-1,0,40,1,0.9,0,3.8,0,0,4,0,0,0.8,30418,0,231,0,0,1239,1386,0,0,226,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,2.3,2.8,3.3,1.7,3.8,3.6,1.9,2.6,2.7,3.1,1.9,2.7,2.3,3.5,1.5,1.8,2.9
Sullay,Kaikai,MID,CRY,4500000,0,0,0,0,0,0,2214,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,9,0,0,0,3,0,0,0,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Kane,FWD,TOT,11100000,17,105,6.6,5.94594594594595E-07,9.45945945945946E-06,0,1109648,0,10,0,0,0,13,0,9.5,4741,1,-1,105,-1,0.7,1,8.2,17,0,8,0,2,18.3,1176985,0,1053,0,4,1353,87122,1,0,436,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,7.4,7.1,9.5,7.2,9.7,9.7,7.7,9.9,6.5,7.8,9.9,9.9,7.1,9.4,7.2,9.2,7.4
N'Golo,Kante,MID,CHE,4700000,3,51,2.5,5.31914893617021E-07,1.08510638297872E-05,0,702444,5,15,0,0,0,1,0,10.9,3195,-3,0,51,3,0.4,0,1.8,0,0,11,0,0,12,222142,0,501,0,0,1788,2622,0,0,308,Hull City,Liverpool,Arsenal,Burnley,Swansea,2.2,1.2,1.5,1.5,2.1,1.3,2.6,1.6,1.9,1.8,1.4,1.7,2.2,1.5,2.3,1.5,3.1
Bartosz,Kapustka,MID,LEI,5000000,0,0,0,0,0,0,5639,0,0,0,0,0,0,0,0,10,-5,0,0,5,0,0,0,0,0,0,0,0,0.1,459,0,0,0,0,0,3,0,0,0,Southampton,Burnley,Man Utd,Swansea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris,Karius,GLK,LIV,4500000,0,32,0.507936507936508,1.12874779541446E-07,7.11111111111111E-06,0,70672,0,12,0,20,0,0,0,7.1,742,-5,0,32,5,0,0,0,0,0,3,0,0,0.8,77685,0,0,0,0,900,129,0,0,153,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Michael,Keane,DEF,BUR,4900000,6,57,2.7,5.51020408163265E-07,1.16326530612245E-05,0,75577,2,31,0,0,0,1,0,11.6,1018,-1,0,57,1,0.6,0,3,2,0,5,0,0,2.3,110989,0,0,0,1,1890,669,0,0,353,Arsenal,Leicester,Watford,Chelsea,Hull City,2.2,2.8,1.5,3,1.7,1.7,2,1.4,3.4,3.5,1.7,1.4,2.4,2,3.4,1.7,4.1
Will,Keane,FWD,HUL,4400000,0,8,0.126984126984127,2.88600288600289E-08,1.81818181818182E-06,0,35871,0,10,0,0,0,0,0,1.8,199,-1,1,8,1,0,0,0,0,0,1,0,0,0.2,39643,0,0,0,0,280,68,-1,0,9,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Martin,Kelly,DEF,CRY,4400000,0,25,1.3,2.95454545454545E-07,5.68181818181818E-06,0,33968,3,30,0,0,0,0,0,5.7,913,-1,0,25,1,0.3,0,1.5,0,0,0,0,2,0.7,43600,0,96,0,0,1298,133,0,0,185,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.8,0.8,0.8,0.9,0.8,0.7,0.9,0.9,0.6,0.9,1.1,0.7,0.9,1,0.7,0.9,0.6
,Kenedy,MID,WAT,5100000,0,1,0.0158730158730159,3.11235605353252E-09,1.96078431372549E-07,0,2124,0,0,0,0,0,0,0,0.2,6,-4,0,1,4,0,0,0,0,0,0,0,0,0,1186,0,86,0,0,16,4,0,0,2,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,47,0,0,0,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahbi,Khazri,MID,SUN,6000000,0,14,0.222222222222222,3.7037037037037E-08,2.33333333333333E-06,0,11301,2,12,0,0,0,0,0,2.3,34,-5,0,14,5,0.1,0,0.5,0,0,1,0,0,0.1,886,0,172,0,0,456,3,0,0,42,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5000000,1,21,0.333333333333333,6.66666666666667E-08,4.2E-06,0,4460,2,22,0,0,0,0,0,4.2,22,-5,0,21,5,0.2,0,1,0,0,1,0,0,0,1178,0,241,0,0,816,17,0,0,141,Liverpool,Southampton,Man City,Leicester,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Kightly,MID,BUR,4200000,0,6,0.0952380952380952,2.26757369614512E-08,1.42857142857143E-06,0,22079,0,1,0,0,0,0,0,1.4,594,-3,0,6,3,0,0,0.2,0,0,0,0,0,0.7,27820,0,0,0,0,104,247,0,0,20,Arsenal,Leicester,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,King,MID,LEI,4800000,0,31,0.492063492063492,1.02513227513228E-07,6.45833333333333E-06,0,15500,2,17,0,0,0,1,0,6.5,250,-2,0,31,2,0.3,0,1.3,1,0,1,0,0,0.3,8843,0,174,0,0,1048,50,0,0,160,Southampton,Burnley,Man Utd,Swansea,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Joshua,King,MID,BOU,5300000,1,58,2.9,5.47169811320755E-07,1.09433962264151E-05,0,59917,1,25,0,0,0,3,0,10.9,1042,-2,0,58,2,0.5,0,2.8,2,0,5,0,1,0.7,58194,0,321,0,0,1322,329,0,0,159,Watford,Crystal Palace,Everton,Man City,West Brom,3.4,2.7,1.6,2.4,1.7,2,2.6,2.8,1.6,1.4,2.3,1.4,3.1,2.5,2.7,3.9,2.1
Stephen,Kingsley,DEF,SWA,4000000,0,19,0.301587301587302,7.53968253968254E-08,4.75E-06,0,396093,0,17,0,0,0,0,0,4.8,5995,0,0,19,0,0,0,0,2,0,2,0,0,9.4,549649,0,75,0,1,765,1709,0,0,137,Liverpool,Southampton,Man City,Leicester,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jan,Kirchhoff,MID,SUN,4300000,0,12,0.19047619047619,4.4296788482835E-08,2.7906976744186E-06,0,3331,1,11,0,0,0,0,0,2.8,18,-2,0,12,2,0,0,0,0,0,0,0,1,0,1461,0,118,0,0,433,5,0,0,61,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4600000,2,31,2.8,6.08695652173913E-07,6.73913043478261E-06,0,50384,1,10,0,0,0,0,0,6.7,964,-4,0,31,4,0.8,0,3.8,3,0,3,0,0,1.2,53043,0,0,0,0,856,2350,0,0,195,Swansea,Chelsea,Hull City,Tottenham,Leicester,2.9,2.9,2.4,3.3,1.5,3.6,3.5,2.2,3.1,3.7,2.7,2.3,3.3,2.1,3.8,3.1,3.1
Aleksandar,Kolarov,DEF,MCI,5800000,0,53,2.8,4.82758620689655E-07,9.13793103448276E-06,0,157506,5,20,0,0,0,1,0,9.1,4076,-2,0,53,2,0.4,0,2.2,2,0,4,0,1,3.6,81611,1,429,0,1,1635,218,0,0,319,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,3.2,3.2,2.8,2.5,2.2,1.8,3.3,3.6,3,2.1,3.2,2.8,3.2,2.4,3.2,2.6,2.3
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0476190476190476,8.07102502017756E-09,5.08474576271186E-07,0,18500,1,1,0,0,0,0,0,0.5,47,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,5513,0,173,0,0,114,52,0,0,13,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0476190476190476,9.33706816059757E-09,5.88235294117647E-07,0,67121,0,0,0,0,0,0,0,0.6,165,-4,0,3,4,0,0,0,0,0,0,0,0,0.8,14217,0,289,0,0,46,114,0,0,9,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine,Kone,DEF,SUN,4300000,0,31,1.8,4.18604651162791E-07,7.2093023255814E-06,0,80347,2,27,0,0,0,0,0,7.2,631,-2,0,31,2,0.1,0,0.3,0,0,2,0,0,0.9,21801,0,176,0,0,1463,44,0,0,238,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0,1.7,1.3,2.1,0.9,1.6,1.1,1.9,1,0.9,1.1,2.3,1.4,2,1.1,1.5,0.9
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0,0,0,0,6039,0,0,0,0,0,0,0,0,36,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,873,0,0,0,0,0,14,0,0,0,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Koscielny,DEF,ARS,6300000,9,87,4.3,6.82539682539682E-07,1.38095238095238E-05,0,417991,3,18,0,0,0,2,0,13.8,5301,3,0,87,-3,0.8,0,5.2,14,0,7,0,0,17.8,819373,0,493,0,3,1773,7525,0,0,481,Burnley,Watford,Chelsea,Hull City,Southampton,6,5.5,4.4,5.7,5.2,5.3,4.8,4.8,5.3,6.2,5.4,4.8,5.1,4.2,4.1,5.3,5.3
Cheikhou,Kouyate,MID,WHU,5100000,0,43,2.4,4.70588235294118E-07,8.43137254901961E-06,0,89262,1,28,0,0,0,0,0,8.4,413,-4,0,43,4,0.5,0,2.3,0,0,5,0,1,0.8,21427,0,498,0,0,1598,46,0,0,236,Middlesbrough,Man City,Southampton,West Brom,Watford,0,1.7,1.3,2.1,1.7,1.6,1.2,2.6,1.4,1.2,2,2,2.2,1.4,1.8,1.4,1.3
