FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Robert,Snodgrass,MID,HUL,5700000,10,84,4.7,8.24561403508772E-07,1.47368421052632E-05,0,436533,2,38,0,0,0,6,0,15,11479,2,-1,84,-2,0.8,0,4.7,13,0,2,0,2,6.6,614711,0,0,0,2,1545,64146,1,0,306,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,4.5,5.8,3.6,4.6,4,3.3,6.9,4.8,5.5,4.4,5.2,5.7,3.7,4.5,6.2,4.2,7,4.6,4.9
Ramadan,Sobhi,MID,STK,4900000,0,13,0.228070175438597,4.65449337629789E-08,2.6530612244898E-06,0,35683,0,3,0,0,0,0,0,2.7,373,-6,0,13,6,0.1,0,0.5,0,0,1,0,1,0.4,10791,0,0,0,0,200,44,0,0,49,Watford,Sunderland,Man Utd,Everton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,17,0,0,0,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,7000000,2,81,1.42105263157895,2.03007518796993E-07,1.15714285714286E-05,0,653893,1,8,0,0,0,6,0,11.4,23645,-5,1,81,5,0.5,0,3.7,6,0,5,0,5,4.8,800405,0,244,0,2,968,4313,-1,0,231,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0.7,0.9,0.7,0.8,1,0.7,0.9,1,0.7,0.9,0.7,0.7,1.1,1,0.7,0.7,0.7,0.9,0.7
Pape,Souare,DEF,CRY,4200000,0,6,0.105263157894737,2.5062656641604E-08,1.42857142857143E-06,0,52403,0,3,0,0,0,0,0,1.4,229,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,20364,0,354,0,0,270,53,0,0,37,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Julian,Speroni,GLK,CRY,4300000,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,121,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,954,0,13,0,0,0,25,0,0,0,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,1527,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6086,0,0,0,0,0,346,0,0,0,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5100000,6,59,1.03508771929825,2.02958376332989E-07,1.15686274509804E-05,0,92710,1,14,0,0,0,3,0,11.6,2824,-4,0,59,4,0.3,0,1.3,6,0,4,0,5,0.7,113927,0,217,0,1,808,9349,0,0,208,Arsenal,Hull City,Watford,Crystal Palace,Everton,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5
Maarten,Stekelenburg,GLK,EVE,4800000,0,57,3.6,7.5E-07,1.1875E-05,0,173048,2,20,0,35,0,0,0,11.6,12552,-2,1,57,2,0.4,0,2,3,0,3,0,0,2.6,198370,1,151,2,1,1413,173,-1,0,255,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,0,4.2,3.9,4.2,5,3.4,4.2,3.1,4.4,4.7,4,2.6,3.9,4.7,4.2,3.9,3.3,4.3,4.4
Jack,Stephens,DEF,SOU,4000000,0,0,0,0,0,0,8484,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0.3,7039,0,0,0,0,0,79,0,0,0,Everton,Burnley,Leicester,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem,Sterling,MID,MCI,7700000,2,82,4.8,6.23376623376623E-07,1.06493506493506E-05,0,1121491,3,14,0,0,0,5,0,10.6,21705,-3,-1,82,3,0.6,0,4.5,7,0,4,0,6,10.2,1366571,0,400,0,2,1390,49161,1,0,266,Burnley,Everton,Tottenham,West Ham,Swansea,7,4.6,5,4,5.6,4.3,5.4,5.7,5.3,4,3.5,3.8,5.7,4.4,5.4,5.1,5,6.8,5.4
Carl,Stewart,MID,WAT,4500000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Stewart,DEF,LIV,4200000,0,4,0.0701754385964912,1.67084377610693E-08,9.52380952380952E-07,0,4833,0,0,0,0,0,0,0,1,72,-3,1,4,3,0,0,0,0,0,0,0,0,0.1,2388,0,69,0,0,20,50,-1,0,12,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Stones,DEF,MCI,4700000,2,27,1.8,3.82978723404255E-07,5.74468085106383E-06,0,1017605,1,17,0,0,0,0,0,5.7,18069,-3,0,27,3,0.1,0,0.7,1,0,1,0,0,16.7,395466,0,336,0,0,1181,9774,0,0,235,Burnley,Everton,Tottenham,West Ham,Swansea,1.7,1.1,1.6,1.7,1.4,1.3,1,0.9,1.8,1.9,1.9,1.1,1.7,1.5,1.5,1.2,1.5,1.3,1.1
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,1570,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3610,0,0,0,0,0,277,0,0,0,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,4700000,0,33,2.8,5.95744680851064E-07,7.02127659574468E-06,0,369491,3,10,0,0,0,3,0,7,6247,-3,0,33,3,0.2,0,0.8,4,0,1,0,0,3,432104,0,0,0,1,697,3708,0,0,135,Leicester,Watford,West Ham,West Brom,Tottenham,3.6,2.4,3.3,2.9,2,2.9,3,2.4,3.4,2.6,3.1,3.2,3.7,2.7,1.9,3,1.9,2.8,2.4
Daniel,Sturridge,FWD,LIV,9700000,0,30,2.7,2.78350515463918E-07,3.09278350515464E-06,0,81436,1,4,0,0,0,1,0,3.1,1947,-3,0,30,3,0.2,0,1.7,1,0,1,0,4,0.9,60602,0,283,0,0,410,1612,0,0,91,Sunderland,Man Utd,Swansea,Chelsea,Hull City,2.2,2,3.4,2.2,2.9,2.9,2.2,2.6,3.6,2.3,2.8,2.8,2.2,2.1,3.1,2.1,2.8,2.3,2.8
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,6923,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.1,263,0,69,0,0,0,5,0,0,0,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Success,MID,WAT,5700000,0,14,0.245614035087719,4.30901815943367E-08,2.45614035087719E-06,0,4149,1,2,0,0,0,1,0,2.5,80,-3,0,14,3,0.1,0,0.3,0,0,1,0,0,0,1930,0,0,0,0,257,17,0,0,48,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4600000,3,24,2.2,4.78260869565217E-07,5.21739130434783E-06,0,8506,1,16,0,0,0,0,0,5.2,52,-4,0,24,4,0.2,0,0.8,0,0,3,0,0,0.1,1768,0,385,0,0,963,106,0,0,169,Arsenal,Hull City,Watford,Crystal Palace,Everton,1.3,1.2,2.2,1.7,1.1,1.4,1.1,1.2,1.7,1.9,1.1,1.1,1.4,1.1,2,1.6,1.8,2.6,1.2
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,1,0,0,0,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7000000,5,43,2.7,3.85714285714286E-07,6.14285714285714E-06,0,215620,3,14,0,0,0,1,0,6.1,646,-5,0,43,5,0.2,0,1.3,0,0,4,0,3,1.3,64492,0,564,0,0,1046,439,0,0,153,Everton,Burnley,Leicester,Swansea,West Ham,1.7,1.7,3.2,2,2.3,2.5,1.7,2.1,2.4,1.4,2.7,2.2,1.8,1.9,1.4,2.5,1.4,2,2.3
Matt,Targett,DEF,SOU,4200000,0,6,0.105263157894737,2.5062656641604E-08,1.42857142857143E-06,0,35545,0,4,0,0,0,0,0,1.4,312,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,13326,0,169,0,0,283,13,0,0,59,Everton,Burnley,Leicester,Swansea,West Ham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,Tarkowski,DEF,BUR,4000000,1,6,0.105263157894737,2.63157894736842E-08,1.5E-06,0,54808,1,3,0,0,0,0,0,1.5,3013,0,0,6,0,0.1,0,0.5,0,0,0,0,0,2.1,66566,0,0,0,0,118,1466,0,0,29,Man City,Southampton,Arsenal,Leicester,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Neil,Taylor,DEF,SWA,4200000,1,16,1.6,3.80952380952381E-07,3.80952380952381E-06,0,43925,1,26,0,0,0,0,0,3.8,2220,-3,0,16,3,0.4,0,1.5,0,0,1,0,1,0.5,19714,0,321,0,0,850,3427,0,0,139,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,1.2,1.8,1.2,1.5,1,1.1,0.9,1.4,1.2,1,1.2,1.3,1.4,0.9,1.5,0.8,1.2,0.8,1.2
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3522,0,0,0,0,0,221,0,0,0,Everton,Burnley,Leicester,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,30402,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3302,0,12,0,0,0,24,0,0,0,Watford,Sunderland,Man Utd,Everton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5200000,0,11,0.192982456140351,3.71120107962213E-08,2.11538461538462E-06,0,184373,1,4,0,0,0,0,0,2.1,467,-3,0,11,3,0,0,0,0,0,1,0,0,1.6,56874,0,228,0,0,367,36,0,0,66,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,3613,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5652,0,0,0,0,0,46,0,0,0,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,4900000,0,33,0.578947368421053,1.18152524167562E-07,6.73469387755102E-06,0,15739,3,21,0,0,0,3,0,6.7,403,-1,1,33,1,0.4,0,2.2,2,0,1,0,0,0.2,16117,0,221,0,1,862,687,-1,0,165,Swansea,West Ham,Everton,Bournemouth,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gokhan,Tore,MID,WHU,5300000,0,10,0.175438596491228,3.3101621979477E-08,1.88679245283019E-06,0,10756,0,4,0,0,0,0,0,1.9,31,-2,0,10,2,0,0,0,0,0,1,0,1,0.1,8960,0,0,0,0,240,7,0,0,29,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Tosin Adarabioyo,DEF,MCI,4500000,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,5,0,0,0,Burnley,Everton,Tottenham,West Ham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5900000,2,51,2.8,4.74576271186441E-07,8.64406779661017E-06,0,238922,3,23,0,0,0,1,0,8.6,1956,-6,0,51,6,0.4,0,2.5,7,0,2,0,3,2.1,86642,0,315,0,1,1251,4382,0,0,226,Swansea,West Ham,Everton,Bournemouth,Sunderland,2.4,1.7,2.5,1.9,3.5,2.2,2.5,2.1,2.1,2.8,1.6,2,1.6,3.2,1.4,3.3,1.7,2.4,2.2
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2274,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,157,0,101,0,0,0,10,0,0,0,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4800000,3,22,0.385964912280702,8.04093567251462E-08,4.58333333333333E-06,0,11560,1,6,0,0,0,0,0,4.6,1058,-2,0,22,2,0.3,0,1.3,0,0,3,0,0,0.2,19130,0,0,0,0,692,1570,0,0,107,Leicester,Watford,West Ham,West Brom,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kieran,Trippier,DEF,TOT,4700000,10,12,0.210526315789474,4.47928331466965E-08,2.5531914893617E-06,0,4089,0,1,0,0,0,0,0,2.6,445,-3,0,12,3,0.4,0,1.7,2,0,0,0,2,0.2,3659,0,110,0,1,103,2373,0,0,48,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Josh,Tymon,DEF,HUL,4000000,0,3,0.0526315789473684,1.31578947368421E-08,7.5E-07,0,6842,0,3,0,0,0,0,0,0.8,674,0,0,3,0,0,0,0,0,0,0,0,0,0.3,14764,0,0,0,0,157,175,0,0,29,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,5500000,1,16,0.280701754385965,5.103668261563E-08,2.90909090909091E-06,0,12084,0,3,0,0,0,1,0,2.9,649,-5,0,16,5,0.3,0,1.5,1,0,0,0,0,0.2,6569,0,226,0,0,161,205,0,0,38,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,2201,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,530,0,0,0,0,0,8,0,0,0,Man City,Southampton,Arsenal,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4500000,5,56,3.3,7.33333333333333E-07,1.24444444444444E-05,0,178806,1,21,0,45,0,0,0,12.4,5530,0,0,56,0,0.8,0,3.8,4,0,4,0,0,5.8,123524,0,0,0,1,1530,21076,0,0,279,Leicester,Watford,West Ham,West Brom,Tottenham,3.4,3,4.8,3.8,2.9,3.7,3.6,3.8,3.6,2.9,3.1,3.5,4.1,4.6,3.2,3.6,2.9,4.4,3.6
Antonio,Valencia,DEF,MUN,5400000,2,50,3.1,5.74074074074074E-07,9.25925925925926E-06,0,518933,3,15,0,0,0,0,0,9.3,11004,-1,0,50,1,0.5,0,2.8,4,0,5,0,0,6.9,391570,0,186,0,1,1411,11449,0,0,311,West Ham,Liverpool,Stoke,Hull City,Leicester,3.8,4,3.6,3.7,1.9,3.3,2.9,4,3.4,2.9,3.4,3.3,2.3,3,2.1,3.2,4,2.6,3.5
Enner,Valencia,FWD,EVE,5300000,2,21,1.6,3.0188679245283E-07,3.9622641509434E-06,0,156749,0,7,0,0,0,0,0,4,1864,-2,0,21,2,0.2,0,1.3,0,0,2,0,1,1.8,97252,0,200,0,0,529,1332,0,0,41,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,1.2,1.3,1.2,0.9,1.3,0.9,1.6,0.8,1.3,1.8,0.9,0.8,1.7,1.7,1,0.9,1.2,1.3,0.8
Patrick,van Aanholt,DEF,SUN,5000000,0,57,3.2,6.4E-07,1.14E-05,0,175076,1,32,0,0,0,3,0,11.4,10245,0,0,57,0,0.7,0,3.3,6,0,2,0,1,4.4,125681,0,369,0,3,1514,4793,0,0,330,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,4.5,4.3,2.8,4,3.1,4.4,2.4,3.7,2.6,4.2,2.5,1.7,3,4.8,3.7,4.4,3,3.6,2.4
Mike,van der Hoorn,DEF,SWA,4300000,0,15,0.263157894736842,6.11995104039168E-08,3.48837209302326E-06,0,17926,1,20,0,0,0,1,0,3.5,700,-2,0,15,2,0,0,0,0,0,1,0,0,0.3,17634,0,0,0,1,630,36,0,0,121,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Virgil,van Dijk,DEF,SOU,5800000,-2,72,3.8,6.55172413793103E-07,1.24137931034483E-05,0,376835,3,22,0,0,0,1,0,12.4,116108,3,0,72,-3,0.8,0,4.5,14,0,7,0,0,12.3,374146,0,452,0,3,1708,9079,0,1,414,Everton,Burnley,Leicester,Swansea,West Ham,0,2.7,4.2,3.7,5.6,3,5.4,3.5,3.7,3.4,5.4,4.8,3.9,4.5,3.4,5.1,4.3,3.7,5.2
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1149,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,124,0,81,0,0,0,4,0,0,0,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9600000,0,60,3.5,3.64583333333333E-07,6.25E-06,0,889895,2,27,0,0,0,5,0,6.3,4696,-4,0,60,4,0.3,0,3.2,6,0,3,0,3,7.8,233045,0,945,0,1,1249,412,0,1,219,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0,3.5,2.6,2.5,4,3.7,4.6,5.2,2.7,3,4.2,4.9,2.6,3.6,4.4,2.9,4.5,3.1,4.3
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,36,0,0,0,8,0,0,0,West Ham,Liverpool,Stoke,Hull City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaud,Verlinden,MID,STK,4500000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,5,0,0,0,Watford,Sunderland,Man Utd,Everton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5700000,0,59,3.3,5.78947368421053E-07,1.03508771929825E-05,0,238052,5,13,0,0,0,0,0,10.4,23095,2,0,59,-2,0.5,0,2.8,2,0,7,0,0,6.8,356559,0,335,0,0,1620,2966,0,0,381,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,3.6,4,2.8,2.2,3.9,3.3,4.5,3.9,3.3,4.6,2,2.8,3.9,4.6,1.8,4.8,3.7,3.1,3.2
Sam,Vokes,FWD,BUR,5900000,1,60,3.2,5.42372881355932E-07,1.01694915254237E-05,0,191877,0,21,0,0,0,4,0,10.2,19729,-1,0,60,1,0.3,0,1.7,6,0,3,0,2,2.6,259063,0,0,0,0,1282,5430,0,0,179,Man City,Southampton,Arsenal,Leicester,Watford,2.3,3.9,2,4.7,2.1,3.2,3.1,2.9,2.1,2.2,4,3.9,2.1,1.9,3.7,2.8,4,1.6,4.4
Michel,Vorm,GLK,TOT,4800000,0,9,0.157894736842105,3.28947368421053E-08,1.875E-06,0,20533,0,1,0,6,0,0,0,1.9,135,-2,0,9,2,0,0,0,0,0,1,0,0,0.3,17879,0,3,0,0,236,27,0,0,51,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,25338,0,0,0,0,0,0,0,0.2,127,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4093,0,0,0,0,3,21,0,0,3,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,7600000,0,90,5.6,7.36842105263158E-07,1.18421052631579E-05,0,1192561,0,16,0,0,0,8,0,11.7,119955,1,1,90,-1,0.4,1,3.2,6,0,5,0,3,8.6,1421181,0,316,0,2,1341,3289,-1,0,281,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,0,8.4,7.7,4.8,7,5.6,3.9,8.3,5.9,5.7,6.5,6.1,6.4,8.3,4.5,6.7,6,7.1
Kyle,Walker,DEF,TOT,6100000,0,80,4.4,7.21311475409836E-07,1.31147540983607E-05,0,717534,5,12,0,0,0,0,0,13.1,66262,6,1,80,-6,0.7,0,4.3,12,0,7,0,4,32,1141361,0,461,0,2,1544,14185,-1,0,392,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,5.4,5.9,4.4,3.5,5.8,4.9,6.4,5.8,5,6.6,3.2,4.3,5.8,6.6,2.9,6.4,4.9,4.7,4.9
Jonathan,Walters,MID,STK,5600000,0,44,0.771929824561404,1.37844611528822E-07,7.85714285714286E-06,0,10153,0,17,0,0,0,2,0,7.9,1553,-4,0,44,4,0.7,0,3.7,2,0,3,0,2,0.2,7484,0,312,0,0,846,550,0,0,119,Watford,Sunderland,Man Utd,Everton,West Brom,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,3,0,0,0,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Wanyama,MID,TOT,4800000,2,52,2.7,5.625E-07,1.08333333333333E-05,0,228321,4,14,0,0,0,2,0,10.8,11205,-2,0,52,2,0.6,0,3,3,0,6,0,0,4.1,285418,0,268,0,1,1670,10579,0,0,313,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,1.9,2.5,1.4,2.3,2.7,1.4,2.4,2.6,1.7,2.5,1.5,1.8,3,2.8,1.8,1.8,1.4,2.5,1.7
Joel,Ward,DEF,CRY,4800000,1,35,1.8,3.75E-07,7.29166666666667E-06,0,36445,2,35,0,0,0,0,0,7.3,1315,-2,0,35,2,0.4,0,2,3,0,1,0,1,0.8,21329,0,333,0,0,1707,3331,0,0,256,Swansea,West Ham,Everton,Bournemouth,Sunderland,1.3,1.8,1.4,1.3,1.4,1.6,1.4,1.3,1.5,1.4,1.1,1.5,2,1.2,1.5,1.6,1.3,1.6,0.9
Stephen,Ward,DEF,BUR,4400000,2,42,2.3,5.22727272727273E-07,9.54545454545455E-06,0,17905,2,27,0,0,0,1,0,9.5,3856,-1,0,42,1,0.7,0,3,0,0,3,0,0,0.9,45599,0,0,0,0,1565,7916,0,0,273,Man City,Southampton,Arsenal,Leicester,Watford,1.2,3,2,2.3,1.2,2.3,1.5,1.2,1.5,1.2,2.7,2.9,1.2,1.2,1.9,1.5,2.6,1.3,3.4
James,Ward-Prowse,MID,SOU,5000000,1,35,0.614035087719298,1.2280701754386E-07,7E-06,0,11588,1,9,0,0,0,1,0,7,848,-5,0,35,5,0.5,0,2.7,0,0,3,0,3,0.2,6211,0,266,0,0,584,458,0,0,152,Everton,Burnley,Leicester,Swansea,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Marcin,Wasilewski,DEF,LEI,4000000,0,1,0.0175438596491228,4.3859649122807E-09,2.5E-07,0,30324,0,2,0,0,0,0,0,0.3,1066,0,0,1,0,0.1,0,0.2,0,0,0,0,0,1,20059,0,35,0,0,90,384,0,0,10,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,4800000,0,43,3.1,6.45833333333333E-07,8.95833333333333E-06,0,15191,1,20,0,0,0,0,0,9,249,-2,0,43,2,0.2,0,1,1,0,2,0,5,0.1,12908,0,185,0,0,1025,6,0,0,125,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,3.1,2,2.5,2.3,4.2,2.4,2.2,3.1,3,1.6,3.4,2.1,3.2,1.6
Ben,Watson,MID,WAT,4200000,0,1,0.0175438596491228,4.17710944026734E-09,2.38095238095238E-07,0,59983,0,2,0,0,0,0,0,0.2,1407,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.8,17637,0,351,0,0,54,447,0,1,6,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
